0.371,-0.325,2.36,5.75,7.5,2,0.0017,0.0073,.0029,0
0.371,-0.325,2.36,5.75,22.5,2,0.0044,0.0062,0,.0043
0.371,-0.325,2.36,5.75,37.5,2,0.0019,0.0044,0,.0053
0.371,-0.325,2.36,5.75,52.5,2,0.0096,0.0038,0,.0023
0.371,-0.325,2.36,5.75,67.5,2,0.015,0.0034,0,.0014
0.371,-0.325,2.36,5.75,82.5,2,0.0093,0.0026,.0017,.0002
0.371,-0.325,2.36,5.75,97.5,2,0.0099,0.0024,.0013,0
0.371,-0.325,2.36,5.75,112.5,2,0.0037,0.0022,.0005,.0003
0.371,-0.325,2.36,5.75,127.5,2,0.0066,0.002,.0004,0
0.371,-0.325,2.36,5.75,142.5,2,0.0036,0.0019,0,.0015
0.371,-0.325,2.36,5.75,157.5,2,0.0055,0.0018,.0008,.0002
0.371,-0.325,2.36,5.75,172.5,2,0.0027,0.0019,.0001,.0009
0.371,-0.325,2.36,5.75,187.5,2,-0.0006,0.0019,.0004,.0005
0.371,-0.325,2.36,5.75,202.5,2,-0.0042,0.002,.0011,0
0.371,-0.325,2.36,5.75,217.5,2,-0.0052,0.0018,.0004,.0007
0.371,-0.325,2.36,5.75,232.5,2,-0.0052,0.0019,.0014,0
0.371,-0.325,2.36,5.75,247.5,2,0.0006,0.0021,.0009,.0004
0.371,-0.325,2.36,5.75,262.5,2,-0.0068,0.0024,.0004,.0017
0.371,-0.325,2.36,5.75,277.5,2,-0.0142,0.0027,0,.0015
0.371,-0.325,2.36,5.75,292.5,2,-0.0096,0.0031,0,.0036
0.371,-0.325,2.36,5.75,307.5,2,-0.0106,0.0036,.0007,.0006
0.371,-0.325,2.36,5.75,322.5,2,-0.0142,0.0045,.0044,0
0.371,-0.325,2.36,5.75,337.5,2,-0.0005,0.0059,.0007,.0026
0.371,-0.325,2.36,5.75,352.5,2,-0.0005,0.0073,.0029,.0015
