0.385,-0.278,1.589,5.75,7.5,2,-.0072,.0108,0,.0135
0.385,-0.278,1.589,5.75,22.5,2,.0031,.0089,.0099,.0018
0.385,-0.278,1.589,5.75,37.5,2,.0203,.0069,0,.0051
0.385,-0.278,1.589,5.75,52.5,2,.0183,.0057,0,.0042
0.385,-0.278,1.589,5.75,67.5,2,.0054,.0048,.0024,0
0.385,-0.278,1.589,5.75,82.5,2,.0090,.0041,.0061,0
0.385,-0.278,1.589,5.75,97.5,2,.0086,.0039,.0018,.0029
0.385,-0.278,1.589,5.75,112.5,2,-.0022,.0035,.0051,0
0.385,-0.278,1.589,5.75,127.5,2,.0040,.0032,.0047,0
0.385,-0.278,1.589,5.75,142.5,2,.0042,.0033,.0018,0
0.385,-0.278,1.589,5.75,157.5,2,.0080,.0037,.0009,.0018
0.385,-0.278,1.589,5.75,172.5,2,-.0020,.0036,.0050,0
0.385,-0.278,1.589,5.75,187.5,2,.0002,.0036,.0012,.0008
0.385,-0.278,1.589,5.75,202.5,2,.0009,.0034,0,.0034
0.385,-0.278,1.589,5.75,217.5,2,-.0015,.0034,.0011,.0019
0.385,-0.278,1.589,5.75,232.5,2,-.0052,.0032,.0019,0
0.385,-0.278,1.589,5.75,247.5,2,-.0115,.0035,.0007,.0002
0.385,-0.278,1.589,5.75,262.5,2,-.0062,.0037,.0008,.0015
0.385,-0.278,1.589,5.75,277.5,2,-.0093,.0039,.0010,0
0.385,-0.278,1.589,5.75,292.5,2,-.0075,.0045,.0009,.0017
0.385,-0.278,1.589,5.75,307.5,2,-.0025,.0053,0,.0049
0.385,-0.278,1.589,5.75,322.5,2,-.0174,.0069,.0075,0
0.385,-0.278,1.589,5.75,337.5,2,-.0030,.0094,0,.0124
0.385,-0.278,1.589,5.75,352.5,2,.0005,.0112,.0026,.0038
