0.399,-0.370,1.633,5.75,7.5,2,.0127,.0207,0,.0162
0.399,-0.370,1.633,5.75,22.5,2,.0257,.0163,.0026,.0013
0.399,-0.370,1.633,5.75,37.5,2,.0252,.0112,0,.0121
0.399,-0.370,1.633,5.75,52.5,2,.0163,.0083,.0026,.0018
0.399,-0.370,1.633,5.75,67.5,2,.0117,.0062,0,.0068
0.399,-0.370,1.633,5.75,82.5,2,.0069,.0049,.0006,.0022
0.399,-0.370,1.633,5.75,97.5,2,.0189,.0047,.0014,.0023
0.399,-0.370,1.633,5.75,112.5,2,.0022,.0047,.0048,.0008
0.399,-0.370,1.633,5.75,127.5,2,.0071,.0058,.0003,.0072
0.399,-0.370,1.633,5.75,142.5,2,-.0015,.0071,.0044,.0028
0.399,-0.370,1.633,5.75,157.5,2,.0091,.0109,.0035,.0040
0.399,-0.370,1.633,5.75,172.5,2,-.0183,.00235,0,.0341
0.399,-0.370,1.633,5.75,187.5,2,-.0281,.0155,.0055,.0070
0.399,-0.370,1.633,5.75,202.5,2,.0006,.0090,0,.0081
0.399,-0.370,1.633,5.75,217.5,2,.0001,.0074,.0023,.0008
0.399,-0.370,1.633,5.75,232.5,2,-.0019,.0056,.0023,.0002
0.399,-0.370,1.633,5.75,247.5,2,-.0109,.0051,.0008,.0013
0.399,-0.370,1.633,5.75,262.5,2,-.0055,.0046,.0003,.0051
0.399,-0.370,1.633,5.75,277.5,2,-.0058,.0049,.0009,.0005
0.399,-0.370,1.633,5.75,292.5,2,-.0117,.0061,.0092,0
0.399,-0.370,1.633,5.75,307.5,2,-.0117,.0078,.0026,.0009
0.399,-0.370,1.633,5.75,322.5,2,-.0149,.0117,.0067,.0005
0.399,-0.370,1.633,5.75,337.5,2,-.0287,.0201,.0161,0
0.399,-0.370,1.633,5.75,352.5,2,-.0435,.0231,.0082,0
